id,x,y
65,2468.1072,602.6028
65,2518.197,644.96313
65,2568.2869,687.3235
65,2618.3767,729.68384
65,2668.4666,772.0442
66,199.14287,4940.5083
66,234.20488,4982.438
66,269.0023,-4976.771
66,290.95187,-4952.951
66,303.39804,-4943.3643
66,315.79306,-4933.8643
67,-3292.6907,3927.1218
67,-3306.7063,3962.6921
67,-3320.722,3998.2625
67,-3334.7375,4033.8328
67,-3348.7532,4069.403
67,-3362.7688,4104.9736
68,153.75279,-1819.9009
68,126.57628,-1782.4536
68,99.399765,-1745.0063
68,72.22325,-1707.5591
68,45.046738,-1670.1118
68,17.870224,-1632.6646
69,-136.60036,1878.5586
69,-104.54112,1878.1523
69,-72.48192,1877.7461
69,-40.422714,1877.3398
69,-8.363487,1876.9336
69,23.695745,1876.5273
70,2751.2754,1753.3566
70,2800.4785,1735.7179
70,2849.6816,1718.0792
70,2898.8848,1700.4406
70,2948.088,1682.8019
70,2997.291,1665.1632
71,-156.52965,933.9484
71,-123.2191,958.1965
71,-89.908554,982.4445
71,-56.598007,1006.69257
71,-23.28746,1030.9407
71,10.0230875,1055.1887
72,-4028.7627,2716.373
72,-4033.208,2729.2637
72,-4037.6533,2742.1543
72,-4042.0986,2755.045
72,-4046.544,2767.9355
72,-4050.9893,2780.8262
73,112.76265,-3579.2468
73,61.36934,-3587.5984
73,9.976015,-3595.95
73,-41.417316,-3604.3015
73,-92.81063,-3612.653
73,-144.20395,-3621.0046
74,-3287.7908,-1714.6161
74,-3305.9001,-1707.7821
74,-3324.0095,-1700.9481
74,-3342.119,-1694.1141
74,-3360.2283,-1687.2802
74,-3378.3376,-1680.4462
75,-4152.1343,721.8195
75,-4166.2983,760.1281
75,-4180.4624,798.4367
75,-4194.6265,836.7453
75,-4208.7905,875.0539
75,-4222.9546,913.3625
76,496.1685,-952.2158
76,536.07477,-914.43066
76,575.981,-876.6455
76,615.88727,-838.86035
76,655.7935,-801.0752
76,695.69977,-763.29004
77,-4359.3965,-1993.5143
77,-4311.006,-2010.5338
77,-4262.615,-2027.5533
77,-4214.2246,-2044.5729
77,-4165.834,-2061.5925
77,-4117.4434,-2078.612
78,1708.5001,157.57791
78,1690.2072,207.18802
78,1671.9142,256.79813
78,1653.6212,306.408
78,1635.3282,356.01785
78,1617.0353,405.62772
79,1553.5428,-2510.746
79,1554.6952,-2542.5547
79,1555.8475,-2574.3633
79,1556.9999,-2606.1719
79,1558.1522,-2637.9805
79,1559.3046,-2669.789
80,3519.2856,4933.218
80,3476.3677,4973.8115
80,3433.4497,-4987.3145
80,3389.2336,-4948.088
80,3340.1313,-4914.02
80,3287.2854,-4883.924
81,3523.3992,-1599.025
81,3517.0554,-1573.5934
81,3510.7117,-1548.1617
81,3504.368,-1522.7301
81,3498.0242,-1497.2985
81,3491.6804,-1471.8668
82,-2165.6023,-2800.4265
82,-2189.8875,-2810.036
82,-2214.1726,-2819.6453
82,-2238.4578,-2829.2546
82,-2262.743,-2838.864
82,-2287.028,-2848.4734
83,4058.6375,3754.9937
83,4030.1218,3778.2866
83,4001.6062,3801.5796
83,3975.7827,3820.9587
83,3950.5757,3839.4392
83,3925.3687,3857.9197
84,-2416.322,4011.7456
84,-2471.568,3990.8042
84,-2526.8142,3969.8628
84,-2582.0603,3948.9214
84,-2637.3064,3927.98
84,-2692.5525,3907.0386
85,-4794.4585,-805.14264
85,-4756.6694,-782.794
85,-4718.8804,-760.4454
85,-4681.0913,-738.09674
85,-4643.3022,-715.7481
85,-4613.4053,-694.5622
86,-3260.0935,-3402.8335
86,-3215.8826,-3355.0874
86,-3171.6716,-3307.3413
86,-3127.4607,-3259.5952
86,-3083.2498,-3211.849
86,-3039.0388,-3164.103
87,736.2359,3637.495
87,674.8365,3636.7842
87,613.4371,3636.0732
87,552.03766,3635.3623
87,490.63843,3634.6514
87,429.2395,3633.9404
88,-131.9342,4552.9653
88,-147.28113,4576.4497
88,-162.62805,4599.934
88,-177.97498,4623.4185
88,-193.3219,4646.903
88,-208.66882,4670.387
89,3230.288,2630.8901
89,3212.796,2681.5815
89,3195.3037,2732.273
89,3177.8115,2782.9644
89,3160.3193,2833.6558
89,3142.8271,2884.3472
90,-1581.607,4558.2285
90,-1568.986,4588.885
90,-1556.3649,4619.541
90,-1543.7438,4650.1973
90,-1531.1227,4680.8535
90,-1518.5016,4711.51
91,920.0788,4413.3823
91,922.1149,4475.773
91,924.15106,4538.1636
91,926.1872,4600.554
91,928.2233,4662.945
91,930.25946,4725.3354
92,883.8051,-4797.2036
92,936.77094,-4758.5005
92,989.279,-4719.4575
92,1041.6345,-4680.3013
92,1093.99,-4641.145
92,1146.3455,-4601.989
93,-3631.7227,-1136.958
93,-3647.8203,-1136.2588
93,-3663.918,-1135.5596
93,-3680.0156,-1134.8604
93,-3696.1133,-1134.1611
93,-3712.211,-1133.4619
94,2317.9758,4790.295
94,2331.9836,4789.3574
94,2345.9915,4788.42
94,2359.9993,4787.4824
94,2374.007,4786.545
94,2388.015,4785.6074
95,-3630.6267,-4835.093
95,-3596.5095,-4888.8896
95,-3562.3923,-4942.6865
95,-3528.2751,-4996.4834
95,-3494.158,4952.9277
95,-3460.0408,4899.131
96,308.16058,-4349.784
96,346.89984,-4296.8467
96,385.6391,-4243.909
96,424.37836,-4190.9717
96,463.1176,-4138.034
96,501.85687,-4085.0957
97,2790.737,-1659.6488
97,2848.659,-1667.4926
97,2906.5808,-1675.3363
97,2964.5027,-1683.18
97,3022.4246,-1691.0238
97,3080.3464,-1698.8676
98,4997.726,-1761.7175
98,-4988.4346,-1755.5691
98,-4974.2,-1749.4207
98,-4959.966,-1743.2722
98,-4945.7314,-1737.1238
98,-4931.497,-1730.9753
99,643.52545,-4492.0913
99,601.2989,-4452.0757
99,559.0723,-4412.06
99,516.84576,-4372.0444
99,483.09872,-4330.569
99,468.763,-4285.745
